1,CATMA1a00725
3,CATMA1a02710
5,CATMA1a05200
6,CATMA1a05220
7,CATMA1a06705
9,CATMA1a08395
10,CATMA1a12280
11,CATMA1a12920
12,CATMA1a15390
14,CATMA1a16465
15,CATMA1a17310
16,CATMA1a17615
17,CATMA1a18220
18,CATMA1a21215
19,CATMA1a31015
21,CATMA1a43920
22,CATMA1a46055
23,CATMA1a47270
24,CATMA1a51390
26,CATMA1a53565
29,CATMA1a61750
31,CATMA1a63980
32,CATMA1a64075
33,CATMA1a67475
34,CATMA1a70060
35,CATMA1c71010
36,CATMA1c71257
37,CATMA1c71258
40,CATMA1c71573
43,CATMA1c72251
44,CATMA2a02260
45,CATMA2a12440
46,CATMA2a23310
47,CATMA2a27810
49,CATMA2a32840
50,CATMA2a36760
51,CATMA2a37910
52,CATMA2a38810
53,CATMA2a42185
55,CATMA2a43610
57,CATMA2a45630
58,CATMA2c47176
59,CATMA2c47370
60,CATMA2c47487
61,CATMA2c47651
62,CATMA3a00650
63,CATMA3a01140
65,CATMA3a08130
66,CATMA3a10755
67,CATMA3a12510
68,CATMA3a13510
69,CATMA3a14290
70,CATMA3a14565
71,CATMA3a14910
72,CATMA3a16510
73,CATMA3a18300
74,CATMA3a19200
75,CATMA3a19345
76,CATMA3a21500
78,CATMA3a23235
79,CATMA3a27120
80,CATMA3a38645
81,CATMA3a43475
83,CATMA3a44230
84,CATMA3a46940
85,CATMA3a48363
86,CATMA3a49380
87,CATMA3a52440
88,CATMA3a55940
89,CATMA3c57167
90,CATMA3c57282
91,CATMA3c57320
92,CATMA3c57577
93,CATMA3c57822
94,CATMA4a01565
95,CATMA4a05150
96,CATMA4a11410
97,CATMA4a13955
98,CATMA4a14910
99,CATMA4a18523
100,CATMA4a18890
101,CATMA4a23670
102,CATMA4a24645
103,CATMA4a25620
104,CATMA4a25630
105,CATMA4a27664
106,CATMA4a33440
108,CATMA4a35150
110,CATMA4a40500
112,CATMA4c42028
114,CATMA4c42596
115,CATMA5a04375
116,CATMA5a04910
118,CATMA5a06070
119,CATMA5a06130
121,CATMA5a11100
122,CATMA5a11290
123,CATMA5a12660
124,CATMA5a20495
125,CATMA5a23070
126,CATMA5a35200
127,CATMA5a40970
129,CATMA5a41900
131,CATMA5a42340
132,CATMA5a42350
133,CATMA5a43215
134,CATMA5a49070
135,CATMA5a50880
136,CATMA5a51880
139,CATMA5a57060
140,CATMA5a59560
141,CATMA5a60200
142,CATMA5a60330
143,CATMA5a62305
145,CATMA5c64429
148,CATMA5c65122
149,CATMA5c65156
