0,zy1
1,zy2
2,zy3
3,zy4
4,early2cell_0-1
5,early2cell_0-2
6,early2cell_1-1
9,early2cell_2-2
10,early2cell_3-1
12,C57twocell_16-1
13,C57twocell_16-2
14,C57twocell_18-1
15,C57twocell_18-2
16,C57twocell_20-1
17,C57twocell_20-2
18,C57twocell_22-1
20,mid2cell_0-1
21,mid2cell_0-2
22,mid2cell_3-1
23,mid2cell_3-2
24,mid2cell_4-1
25,mid2cell_4-2
26,mid2cell_5-1
27,mid2cell_5-2
28,mid2cell_6-1
29,mid2cell_6-2
30,mid2cell_7-1
31,mid2cell_7-2
32,late2cell_5-1
33,late2cell_5-2
34,late2cell_6-1
35,late2cell_6-2
36,late2cell_7-1
37,late2cell_7-2
38,late2cell_8-1
39,late2cell_8-2
40,late2cell_9-1
41,late2cell_9-2
43,4cell_1-2
44,4cell_1-4
45,4cell_2-1
46,4cell_2-2
47,4cell_2-3
48,4cell_2-4
49,4cell_3-1
50,4cell_3-3
51,4cell_3-4
52,4cell_4-1
53,4cell_4-2
54,4cell_4-3
55,4cell_4-4
56,8cell_1-1
57,8cell_1-2
58,8cell_1-4
59,8cell_1-5
60,8cell_1-6
61,8cell_1-7
62,8cell_1-8
63,8cell_2-1
64,8cell_2-2
65,8cell_2-3
66,8cell_2-4
67,8cell_2-6
68,8cell_2-7
69,8cell_2-8
70,8cell_5-1
71,8cell_5-2
72,8cell_5-3
73,8cell_5-4
74,8cell_5-6
75,8cell_5-7
76,8cell_5-8
77,8cell_8-1
78,8cell_8-2
79,8cell_8-3
80,8cell_8-4
81,8cell_8-6
82,8cell_8-7
83,8cell_8-8
84,8cell_12-1_smartseq2
85,8cell_12-2_smartseq2
86,8cell_12-3_smartseq2
87,8cell_12-4_smartseq2
88,8cell_13-1_smartseq2
89,8cell_14-1_smartseq2
90,8cell_14-2_smartseq2
91,8cell_14-3_smartseq2
92,8cell_14-4_smartseq2
93,8cell_2pooled_split5a
94,8cell_2pooled_split5b
95,8cell_2pooled_split7a
96,8cell_2pooled_split7b
97,8cell_2pooled_split9a
98,8cell_2pooled_split9b
101,8cell_split4a
103,16cell_1-10
104,16cell_1-11
105,16cell_1-12
106,16cell_1-13
107,16cell_1-14
109,16cell_1-2
110,16cell_1-3
111,16cell_1-4
112,16cell_1-5
113,16cell_1-6
114,16cell_1-7
115,16cell_1-8
116,16cell_1-9
117,16cell_4-1
121,16cell_4-3
122,16cell_4-4
123,16cell_4-5
124,16cell_4-6
125,16cell_4-7
128,16cell_5-1
129,16cell_5-10
130,16cell_5-11
131,16cell_5-12
132,16cell_5-13
133,16cell_5-2
134,16cell_5-3
136,16cell_5-5
137,16cell_5-6
138,16cell_5-7
139,16cell_5-8
140,16cell_5-9
143,16cell_6-11
144,16cell_6-12
145,16cell_6-2
146,16cell_6-3
147,16cell_6-4
149,16cell_6-6
150,16cell_6-7
151,16cell_6-8
152,16cell_6-9
153,16cell_2pooled_split6a
154,16cell_2pooled_split6b
155,16cell_2pooled_split8a
156,16cell_2pooled_split8b
157,16cell_split1a
159,16cell_split2a
161,earlyblast_2-1
165,earlyblast_2-16
166,earlyblast_2-17
167,earlyblast_2-19
168,earlyblast_2-2
169,earlyblast_2-22
170,earlyblast_2-3
171,earlyblast_2-4
172,earlyblast_2-5
173,earlyblast_2-6
174,earlyblast_2-7
175,earlyblast_2-8
176,earlyblast_3-1
179,earlyblast_3-13
180,earlyblast_3-14
181,earlyblast_3-15
182,earlyblast_3-16
183,earlyblast_3-17
184,earlyblast_3-2
185,earlyblast_3-3
186,earlyblast_3-4
187,earlyblast_3-6
189,earlyblast_3-8
190,earlyblast_3-9
192,earlyblast_4-12
193,earlyblast_4-13
194,earlyblast_4-14
195,earlyblast_4-16
196,earlyblast_4-17
197,earlyblast_4-18
199,earlyblast_4-3
201,earlyblast_4-6
202,earlyblast_4-8
203,earlyblast_4-9
205,midblast_1-10
206,midblast_1-11
207,midblast_1-12
208,midblast_1-13
209,midblast_1-14
210,midblast_1-15
211,midblast_1-16
212,midblast_1-17
213,midblast_1-18
214,midblast_1-19
215,midblast_1-2
216,midblast_1-20
218,midblast_1-23
219,midblast_1-24
221,midblast_1-4
223,midblast_1-6
224,midblast_1-8
225,midblast_1-9
226,midblast_2-1
227,midblast_2-10
228,midblast_2-11
229,midblast_2-12
230,midblast_2-13
231,midblast_2-14
232,midblast_2-15
233,midblast_2-16
234,midblast_2-17
235,midblast_2-18
236,midblast_2-2
237,midblast_2-23
238,midblast_2-24
239,midblast_2-3
240,midblast_2-4
241,midblast_2-5
242,midblast_2-6
243,midblast_2-7
244,midblast_2-8
245,midblast_2-9
247,midblast_3-10
248,midblast_3-11
249,midblast_3-12
250,midblast_3-13
253,midblast_3-17
254,midblast_3-18
255,midblast_3-2
256,midblast_3-23
257,midblast_3-3
258,midblast_3-4
259,midblast_3-5
260,midblast_3-6
261,midblast_3-7
262,midblast_3-8
263,midblast_3-9
264,lateblast_1-10
265,lateblast_1-11
268,lateblast_1-16
269,lateblast_1-19
270,lateblast_1-2
271,lateblast_1-20
272,lateblast_1-21
274,lateblast_1-24
275,lateblast_1-26
276,lateblast_1-27
279,lateblast_1-6
280,lateblast_1-7
281,lateblast_1-8
282,lateblast_1-9
283,lateblast_2-1
284,lateblast_2-12
285,lateblast_2-14
286,lateblast_2-16
287,lateblast_2-17
288,lateblast_2-2
289,lateblast_2-3
290,lateblast_2-5
291,lateblast_2-7
292,lateblast_2-8
293,lateblast_2-9
